[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 1200.0, 1394.0, 5554.0, 5433.0, 3697.0, 4669.0, 4875.0, 5346.0, 5790.0, 7366.0, 4053.0, 5664.0, 11334.0, 5690.0, 4165.0, 5529.0, 5129.0, 4901.0, 7024.0, 3840.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 1200.0, 2183.0, 6247.0, 5591.0, 3633.0, 4674.0, 5692.0, 5976.0, 5760.0, 7587.0, 4130.0, 5769.0, 11358.0, 5730.0, 4381.0, 6088.0, 5816.0, 4978.0, 7696.0, 3840.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 1200.0, 2369.0, 6444.0, 5683.0, 3482.0, 4616.0, 5814.0, 6207.0, 5760.0, 7491.0, 4046.0, 5781.0, 10914.0, 4119.0, 4236.0, 6458.0, 6090.0, 5495.0, 8240.0, 3840.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 1200.0, 2354.0, 6446.0, 5629.0, 3433.0, 4601.0, 5771.0, 5571.0, 5208.0, 7124.0, 4088.0, 5882.0, 10923.0, 4003.0, 4197.0, 6332.0, 5961.0, 6154.0, 8640.0, 3840.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 1200.0, 2374.0, 6465.0, 5678.0, 3417.0, 4536.0, 5794.0, 5395.0, 5040.0, 7013.0, 4044.0, 5775.0, 10864.0, 3948.0, 4165.0, 6262.0, 5969.0, 6136.0, 8640.0, 3840.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 1200.0, 2372.0, 6444.0, 5659.0, 3429.0, 4508.0, 5776.0, 5390.0, 5040.0, 6980.0, 4026.0, 5756.0, 10932.0, 3995.0, 4148.0, 6237.0, 5950.0, 6136.0, 8624.0, 3840.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 1200.0, 2356.0, 6423.0, 5635.0, 3482.0, 4581.0, 5737.0, 5378.0, 5040.0, 6942.0, 3994.0, 5717.0, 10839.0, 4159.0, 4226.0, 6237.0, 5914.0, 6132.0, 8624.0, 3840.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 1200.0, 2390.0, 6465.0, 5669.0, 3554.0, 4694.0, 5822.0, 5398.0, 5040.0, 6985.0, 4068.0, 5732.0, 10697.0, 4916.0, 4409.0, 6244.0, 5958.0, 6129.0, 8728.0, 3840.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 1200.0, 2391.0, 6474.0, 5704.0, 3621.0, 4717.0, 5839.0, 5398.0, 5040.0, 7007.0, 4064.0, 5706.0, 10610.0, 4835.0, 4480.0, 6248.0, 6001.0, 6429.0, 9040.0, 3840.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 1200.0, 2347.0, 6419.0, 5638.0, 3622.0, 4720.0, 5782.0, 5380.0, 5040.0, 6915.0, 4029.0, 5632.0, 10492.0, 4762.0, 4381.0, 6169.0, 5934.0, 6858.0, 9576.0, 3840.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 1200.0, 2341.0, 6407.0, 5617.0, 3652.0, 4754.0, 5779.0, 5380.0, 5040.0, 6924.0, 4012.0, 5617.0, 10436.0, 4698.0, 4396.0, 6233.0, 6038.0, 7027.0, 9672.0, 3840.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 1200.0, 2359.0, 6421.0, 5630.0, 3654.0, 4770.0, 5782.0, 5385.0, 5040.0, 6910.0, 4021.0, 5605.0, 10421.0, 3928.0, 4132.0, 6220.0, 6209.0, 7200.0, 9824.0, 3840.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 1200.0, 2364.0, 6430.0, 5646.0, 3683.0, 4798.0, 5812.0, 5390.0, 5052.0, 6929.0, 4058.0, 5678.0, 10498.0, 3684.0, 4062.0, 6220.0, 6305.0, 7215.0, 9816.0, 3840.0]
