[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 1440.0, 5174.0, 8796.0, 6131.0, 7686.0, 6027.0, 2411.0, 4718.0, 4474.0, 7447.0, 11032.0, 3840.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 1440.0, 5106.0, 7634.0, 4234.0, 6344.0, 5674.0, 2563.0, 5160.0, 5265.0, 7996.0, 10560.0, 3840.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 1440.0, 5052.0, 7752.0, 5523.0, 7010.0, 5328.0, 4499.0, 6690.0, 5146.0, 7979.0, 10560.0, 3840.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 1440.0, 5055.0, 8035.0, 7038.0, 8019.0, 5250.0, 4957.0, 6995.0, 5074.0, 7361.0, 9928.0, 3840.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 1440.0, 5070.0, 8067.0, 7240.0, 8257.0, 5256.0, 4978.0, 7046.0, 5091.0, 7121.0, 9656.0, 3840.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 1440.0, 5070.0, 8111.0, 7267.0, 8229.0, 5208.0, 4986.0, 7012.0, 5064.0, 7102.0, 10120.0, 3840.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 1440.0, 5084.0, 8152.0, 7282.0, 8260.0, 6210.0, 5367.0, 7045.0, 5064.0, 7362.0, 10816.0, 3840.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 1440.0, 5082.0, 8175.0, 7326.0, 8268.0, 5941.0, 5379.0, 7043.0, 5083.0, 7639.0, 11096.0, 3840.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 1440.0, 5073.0, 8083.0, 7291.0, 8226.0, 5915.0, 5359.0, 7019.0, 5086.0, 7880.0, 11344.0, 3840.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 1440.0, 5068.0, 8067.0, 7241.0, 8219.0, 5915.0, 5347.0, 7014.0, 5080.0, 7914.0, 11376.0, 3840.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 1440.0, 5064.0, 8050.0, 7186.0, 8203.0, 6241.0, 5422.0, 6966.0, 5077.0, 7962.0, 11424.0, 3840.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 1440.0, 5064.0, 8031.0, 7204.0, 8211.0, 6170.0, 5421.0, 6985.0, 5068.0, 7951.0, 11408.0, 3840.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 1440.0, 5064.0, 8033.0, 7094.0, 8223.0, 6241.0, 5480.0, 7006.0, 5092.0, 8039.0, 11488.0, 3840.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 1440.0, 5055.0, 8001.0, 7077.0, 8199.0, 6235.0, 5461.0, 6970.0, 5090.0, 8339.0, 11904.0, 3840.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 1440.0, 5039.0, 8001.0, 7086.0, 8149.0, 6173.0, 5442.0, 6924.0, 5072.0, 8767.0, 12416.0, 3840.0]
