[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 984.0, 2741.0, 3896.0, 3065.0, 5611.0, 5647.0, 9880.0, 3584.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 950.0, 3104.0, 5547.0, 2901.0, 6700.0, 5612.0, 10272.0, 3590.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 960.0, 3334.0, 6736.0, 4297.0, 8647.0, 6590.0, 10912.0, 3600.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 960.0, 3345.0, 6923.0, 5000.0, 9231.0, 7761.0, 11520.0, 3600.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 960.0, 3339.0, 6916.0, 5101.0, 9308.0, 7841.0, 11520.0, 3600.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 960.0, 3331.0, 6956.0, 5209.0, 9328.0, 7828.0, 11520.0, 3591.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 960.0, 3330.0, 6948.0, 5222.0, 9225.0, 7658.0, 11520.0, 3589.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 958.0, 3325.0, 6963.0, 5290.0, 9289.0, 7749.0, 11480.0, 3585.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 960.0, 3332.0, 6956.0, 5260.0, 9114.0, 7700.0, 11520.0, 3587.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 960.0, 3341.0, 6966.0, 5313.0, 9333.0, 7863.0, 11520.0, 3584.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 960.0, 3341.0, 6992.0, 5339.0, 9270.0, 7751.0, 11520.0, 3587.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 960.0, 3323.0, 6941.0, 5286.0, 9206.0, 7655.0, 11520.0, 3575.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 960.0, 3339.0, 7050.0, 5413.0, 9254.0, 7817.0, 11528.0, 3579.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 956.0, 3311.0, 6983.0, 5377.0, 9226.0, 7753.0, 11440.0, 3572.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 960.0, 3331.0, 6995.0, 5314.0, 9074.0, 7646.0, 11520.0, 3573.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 960.0, 3327.0, 7007.0, 5179.0, 8905.0, 7479.0, 11520.0, 3564.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 960.0, 3323.0, 7027.0, 4941.0, 8718.0, 7433.0, 11528.0, 3561.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 958.0, 3311.0, 7003.0, 4890.0, 8655.0, 7472.0, 11480.0, 3559.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 960.0, 3320.0, 7036.0, 4912.0, 8628.0, 7444.0, 11520.0, 3558.0]
[1920.0, 7680.0, 15360.0, 15360.0, 15360.0, 15360.0, 15360.0, 3840.0, 960.0, 3318.0, 7008.0, 4958.0, 8663.0, 7550.0, 11520.0, 3562.0]
