18.666666666666668, 54.916666666666664, 8, 4, 0.5833333333333334, 4
18.666666666666668, 50.0, 8, 4, 0.5833333333333334, 4
18.666666666666668, 51.083333333333336, 8, 4, 0.5833333333333334, 4
18.666666666666668, 50.083333333333336, 8, 4, 0.5833333333333334, 4
18.666666666666668, 51.416666666666664, 8, 4, 0.5833333333333334, 4
18.666666666666668, 53.666666666666664, 8, 4, 0.5833333333333334, 4
18.666666666666668, 53.25, 8, 4, 0.5833333333333334, 4
20.0, 54.083333333333336, 8, 4, 0.625, 4
20.0, 52.75, 8, 4, 0.625, 4
20.0, 59.333333333333336, 8, 4, 0.625, 4
20.0, 50.0, 8, 4, 0.625, 4
20.0, 50.0, 8, 4, 0.625, 4
20.0, 51.083333333333336, 8, 4, 0.625, 4
20.0, 51.083333333333336, 8, 4, 0.625, 4
25.333333333333332, 50.333333333333336, 8, 4, 0.7916666666666666, 4
25.333333333333332, 52.5, 8, 4, 0.7916666666666666, 4
25.333333333333332, 52.916666666666664, 8, 4, 0.7916666666666666, 4
25.333333333333332, 51.083333333333336, 8, 4, 0.7916666666666666, 4
25.333333333333332, 55.25, 8, 4, 0.7916666666666666, 4
25.333333333333332, 52.333333333333336, 8, 4, 0.7916666666666666, 4
25.333333333333332, 50.583333333333336, 8, 4, 0.7916666666666666, 4
24.0, 53.583333333333336, 8, 4, 0.75, 4
24.0, 50.833333333333336, 8, 4, 0.75, 4
24.0, 51.083333333333336, 8, 4, 0.75, 4
24.0, 60.25, 8, 4, 0.75, 4
24.0, 54.25, 8, 4, 0.75, 4
24.0, 52.0, 8, 4, 0.75, 4
24.0, 67.58333333333333, 8, 4, 0.75, 4
15.600000000000001, 50.0, 8, 6, 0.325, 4
15.600000000000001, 50.0, 8, 6, 0.325, 4
15.600000000000001, 50.0, 8, 6, 0.325, 4
15.600000000000001, 50.0, 8, 6, 0.325, 4
15.600000000000001, 62.25, 8, 6, 0.325, 4
15.600000000000001, 50.0, 8, 6, 0.325, 4
15.600000000000001, 68.75, 8, 6, 0.325, 4
36.599999999999994, 55.166666666666664, 8, 6, 0.7625, 4
36.599999999999994, 71.0, 8, 6, 0.7625, 4
36.599999999999994, 69.16666666666667, 8, 6, 0.7625, 4
36.599999999999994, 53.25, 8, 6, 0.7625, 4
36.599999999999994, 71.33333333333333, 8, 6, 0.7625, 4
36.599999999999994, 66.83333333333333, 8, 6, 0.7625, 4
