2.1333333333333333, tensor(94.0300),95.52333333333334, 7492, 14854, 8, 16, 1, 20, 
2.1333333333333333, tensor(93.8800),95.64833333333334, 7492, 14854, 8, 16, 1, 20, 
2.1333333333333333, tensor(93.2800),95.00999999999999, 7492, 14854, 8, 16, 1, 20, 
2.1333333333333333, tensor(93.7300),95.13666666666667, 7492, 14854, 8, 16, 1, 20, 
2.1333333333333333, tensor(93.3600),95.34333333333333, 7492, 14854, 8, 16, 1, 20, 
2.0869565217391304, tensor(93.5400),95.18333333333334, 8132, 16070, 8, 24, 1, 20, 
2.0869565217391304, tensor(93.6900),95.51833333333335, 8132, 16070, 8, 24, 1, 20, 
2.0869565217391304, tensor(93.8400),95.33166666666666, 8132, 16070, 8, 24, 1, 20, 
2.0869565217391304, tensor(93.9200),95.87333333333333, 8132, 16070, 8, 24, 1, 20, 
2.0869565217391304, tensor(93.8400),95.49666666666667, 8132, 16070, 8, 24, 1, 20, 
