2.1333333333333333, tensor(94.2100), 7492, 14854, 8, 16, 1, 20, 
2.1333333333333333, tensor(93.5900), 7492, 14854, 8, 16, 1, 20, 
2.1333333333333333, tensor(93.1000), 7492, 14854, 8, 16, 1, 20, 
2.1333333333333333, tensor(93.5200), 7492, 14854, 8, 16, 1, 20, 
2.1333333333333333, tensor(92.8600), 7492, 14854, 8, 16, 1, 20, 
2.0869565217391304, tensor(93.8900), 8132, 16070, 8, 24, 1, 20, 
2.0869565217391304, tensor(93.8400), 8132, 16070, 8, 24, 1, 20, 
2.0869565217391304, tensor(93.9100), 8132, 16070, 8, 24, 1, 20, 
2.0869565217391304, tensor(93.6400), 8132, 16070, 8, 24, 1, 20, 
2.0869565217391304, tensor(94.0400), 8132, 16070, 8, 24, 1, 20, 
2.064516129032258, tensor(94.0100), 8772, 17286, 8, 32, 1, 20, 
2.064516129032258, tensor(93.6600), 8772, 17286, 8, 32, 1, 20, 
2.064516129032258, tensor(93.8200), 8772, 17286, 8, 32, 1, 20, 
2.064516129032258, tensor(93.6900), 8772, 17286, 8, 32, 1, 20, 
2.064516129032258, tensor(93.2700), 8772, 17286, 8, 32, 1, 20, 
6.315789473684211, tensor(94.6000), 8104, 16046, 8, 20, 3, 20, 
6.315789473684211, tensor(94.0300), 8104, 16046, 8, 20, 3, 20, 
6.315789473684211, tensor(94.5600), 8104, 16046, 8, 20, 3, 20, 
6.315789473684211, tensor(94.1800), 8104, 16046, 8, 20, 3, 20, 
6.315789473684211, tensor(94.5200), 8104, 16046, 8, 20, 3, 20, 
6.222222222222221, tensor(94.3700), 8872, 17518, 8, 28, 3, 20, 
6.222222222222221, tensor(94.), 8872, 17518, 8, 28, 3, 20, 
6.222222222222221, tensor(94.3400), 8872, 17518, 8, 28, 3, 20, 
6.222222222222221, tensor(94.8500), 8872, 17518, 8, 28, 3, 20, 
6.222222222222221, tensor(95.0100), 8872, 17518, 8, 28, 3, 20, 
6.193548387096774, tensor(94.1700), 9256, 18254, 8, 32, 3, 20, 
6.193548387096774, tensor(94.3000), 9256, 18254, 8, 32, 3, 20, 
6.193548387096774, tensor(94.2900), 9256, 18254, 8, 32, 3, 20, 
6.193548387096774, tensor(94.7700), 9256, 18254, 8, 32, 3, 20, 
6.193548387096774, tensor(94.4400), 9256, 18254, 8, 32, 3, 20, 
17.066666666666666, tensor(94.5300), 8290, 16450, 8, 16, 8, 20, 
17.066666666666666, tensor(94.4200), 8290, 16450, 8, 16, 8, 20, 
17.066666666666666, tensor(94.6200), 8290, 16450, 8, 16, 8, 20, 
17.066666666666666, tensor(94.8900), 8290, 16450, 8, 16, 8, 20, 
17.066666666666666, tensor(94.5500), 8290, 16450, 8, 16, 8, 20, 
16.842105263157894, tensor(94.6300), 8834, 17506, 8, 20, 8, 20, 
16.842105263157894, tensor(94.9200), 8834, 17506, 8, 20, 8, 20, 
16.842105263157894, tensor(93.9900), 8834, 17506, 8, 20, 8, 20, 
16.842105263157894, tensor(95.0500), 8834, 17506, 8, 20, 8, 20, 
16.842105263157894, tensor(94.8100), 8834, 17506, 8, 20, 8, 20, 
16.695652173913043, tensor(94.5600), 9378, 18562, 8, 24, 8, 20, 
16.695652173913043, tensor(94.9200), 9378, 18562, 8, 24, 8, 20, 
16.695652173913043, tensor(94.6400), 9378, 18562, 8, 24, 8, 20, 
16.695652173913043, tensor(94.6900), 9378, 18562, 8, 24, 8, 20, 
16.695652173913043, tensor(94.6400), 9378, 18562, 8, 24, 8, 20, 
